Date,Orders_Count,Revenue,Avg_Order_Value,Unique_Customers,Total_Items
2018-06-04,225,23072.94,112.55092682926829,225,177.0
2018-06-05,200,20748.61,119.93416184971099,200,156.0
2018-06-06,227,21392.82,106.43194029850746,227,192.0
2018-06-07,223,21388.88,112.57305263157895,223,170.0
2018-06-08,198,19402.02,114.12952941176471,198,164.0
2018-06-09,172,15780.47,109.58659722222222,172,131.0
2018-06-10,193,18520.829999999998,110.2430357142857,193,156.0
2018-06-11,294,29272.079999999998,116.6218326693227,294,227.0
2018-06-12,246,23920.02,113.90485714285714,246,196.0
2018-06-13,259,24860.329999999998,111.48130044843049,259,202.0
2018-06-14,212,23243.13,121.05796875,212,170.0
2018-06-15,186,17669.44,107.74048780487804,186,147.0
2018-06-16,165,15858.07,110.89559440559441,165,122.0
2018-06-17,152,15152.1,107.46170212765958,152,130.0
2018-06-18,246,23585.12,108.68718894009216,246,196.0
2018-06-19,231,23511.37,115.8195566502463,231,192.0
2018-06-20,217,20171.0,105.60732984293193,217,175.0
2018-06-21,234,22680.25,108.00119047619047,234,189.0
2018-06-22,179,16428.64,102.04124223602484,179,153.0
2018-06-23,151,14025.73,103.89429629629629,151,122.0
2018-06-24,199,19190.86,109.66205714285715,199,155.0
2018-06-25,241,23697.44,112.84495238095238,241,194.0
2018-06-26,243,24924.7,114.86036866359447,243,199.0
2018-06-27,215,21833.16,114.3097382198953,215,164.0
2018-06-28,243,22634.64,106.26591549295775,243,198.0
2018-06-29,174,16400.48,104.46165605095541,174,144.0
2018-06-30,124,12237.4,113.30925925925925,124,104.0
2018-07-01,161,13859.789999999999,102.6651111111111,161,124.0
2018-07-02,195,18356.58,104.89474285714287,195,161.0
2018-07-03,216,19432.97,102.27878947368421,216,182.0
2018-07-04,256,24701.0,111.26576576576576,256,211.0
2018-07-05,195,18984.53,111.67370588235293,195,158.0
2018-07-06,121,12736.51,117.93064814814815,121,94.0
2018-07-07,91,7768.66,92.48404761904762,91,73.0
2018-07-08,122,10920.12,101.11222222222223,122,98.0
2018-07-09,148,14748.75,113.45192307692308,148,118.0
2018-07-10,134,11588.98,100.77373913043478,134,105.0
2018-07-11,127,11755.65,109.86588785046729,127,92.0
2018-07-12,124,12068.28,117.16776699029127,124,92.0
2018-07-13,168,16681.68,119.15485714285714,168,122.0
2018-07-14,148,15608.73,119.15061068702289,148,113.0
2018-07-15,152,15756.43,118.4693984962406,152,110.0
2018-07-16,245,25974.06,118.06390909090909,245,189.0
2018-07-17,221,22283.56,112.54323232323233,221,175.0
2018-07-18,307,29740.72,109.74435424354245,307,243.0
2018-07-19,253,24447.86,115.86663507109004,253,199.0
2018-07-20,250,24940.39,108.43647826086956,250,201.0
2018-07-21,187,19571.75,113.13150289017341,187,152.0
2018-07-22,215,21753.47,109.8660101010101,215,185.0
2018-07-23,307,29808.36,108.78963503649635,307,250.0
2018-07-24,271,27540.16,114.75066666666666,271,217.0
2018-07-25,268,28034.76,117.79310924369747,268,216.0
2018-07-26,247,22987.84,109.46590476190477,247,194.0
2018-07-27,189,18578.6,110.58690476190475,189,151.0
2018-07-28,176,16607.84,111.4620134228188,176,140.0
2018-07-29,188,16954.04,106.62918238993711,188,155.0
2018-07-30,288,27590.51,108.62405511811023,288,234.0
2018-07-31,322,30459.93,108.78546428571428,322,259.0
2018-08-01,311,29230.41,107.0710989010989,311,245.0
2018-08-02,302,29796.15,110.76635687732343,302,249.0
2018-08-03,314,31345.61,109.98459649122807,314,258.0
2018-08-04,245,23596.6,110.26448598130841,245,207.0
2018-08-05,276,27585.94,113.05713114754097,276,231.0
2018-08-06,372,36125.48,111.15532307692308,372,305.0
2018-08-07,370,38032.18,116.30636085626911,370,291.0
2018-08-08,316,30828.37,108.93416961130741,316,249.0
2018-08-09,289,28049.53,109.5684765625,289,240.0
2018-08-10,256,25844.24,113.35192982456141,256,206.0
2018-08-11,188,18088.37,110.29493902439023,188,154.0
2018-08-12,197,18486.89,112.72493902439024,197,147.0
2018-08-13,292,28814.4,112.11828793774319,292,237.0
2018-08-14,316,30860.67,110.61172043010752,316,259.0
2018-08-15,288,27122.73,109.80862348178138,288,231.0
2018-08-16,320,29121.54,99.05285714285715,320,273.0
2018-08-17,257,22687.18,99.07065502183406,257,216.0
2018-08-18,198,19262.34,110.70310344827587,198,163.0
2018-08-19,204,17312.31,95.64812154696133,204,173.0
2018-08-20,256,22700.4,102.25405405405407,256,219.0
2018-08-21,243,22373.21,102.16077625570776,243,207.0
2018-08-22,187,17079.49,100.46758823529413,187,160.0
2018-08-23,144,13185.63,99.89113636363636,144,131.0
2018-08-24,99,8616.64,95.74044444444444,99,91.0
2018-08-25,69,4735.24,83.07438596491228,69,58.0
2018-08-26,73,6425.24,97.3521212121212,73,66.0
2018-08-27,67,4413.68,71.18838709677419,67,62.0
2018-08-28,44,3215.48,80.387,44,37.0
2018-08-29,14,905.51,82.3190909090909,14,10.0
2018-08-30,4,214.05,71.35000000000001,4,0.0
2018-08-31,1,63.89,63.89,1,0.0
2018-09-03,4,458.64,114.66,4,1.0
2018-09-06,3,176.58999999999997,88.29499999999999,3,0.0
2018-09-10,1,51.17,51.17,1,0.0
2018-09-11,1,258.67,258.67,1,0.0
2018-09-12,1,84.58,84.58,1,0.0
2018-09-13,1,0.0,,1,0.0
2018-09-17,1,84.58,84.58,1,0.0
2018-09-20,1,191.46,191.46,1,0.0
2018-09-25,1,221.54,221.54,1,0.0
2018-09-26,1,94.63,94.63,1,0.0
2018-09-29,1,137.03,137.03,1,0.0
2018-10-01,1,80.38,80.38,1,0.0
2018-10-03,1,197.55,197.55,1,0.0
2018-10-16,1,222.03,222.03,1,0.0
2018-10-17,1,89.71,89.71,1,0.0
